processo_id;acao;autor;reu
P-07250;Execução de alimentos;Construtora Nova Era Ltda.;Fernanda Costa
P-07251;Extinção de condomínio;Instituto Nacional de Energia Renovável;Juliana Rocha
P-07252;Trabalhista;Juliana Rocha;Juliana Rocha
P-07253;Inventário e partilha;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-07254;Trabalhista;Carlos Souza;Maria Oliveira
P-07255;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-07256;Execução de alimentos;AgroVale Ltda.;TechBrasil S.A.
P-07257;Execução Fiscal;Estado de Santa Aurora;AgroVale Ltda.
P-07258;Execução de alimentos;Juliana Rocha;GlobalTech Corp.
P-07259;Extinção de condomínio;Instituto Nacional de Energia Renovável;Maria Oliveira
P-07260;Ações hipotecárias;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-07261;Inventário e partilha;Carlos Souza;Juliana Rocha
P-07262;Execução Cível;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-07263;Inventário e partilha;Ricardo Almeida;Fernanda Costa
P-07264;Inventário e partilha;Construtora Nova Era Ltda.;Oficina Mecânica do Zé
P-07265;Busca e apreensão;AgroVale Ltda.;Juliana Rocha
P-07266;Falência e Recuperação Judicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-07267;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-07268;Extinção de condomínio;GlobalTech Corp.;Juliana Rocha
P-07269;Trabalhista;AgroVale Ltda.;AgroVale Ltda.
P-07270;Execução de título extrajudicial;Fernanda Costa;Ana Paula Lima
P-07271;Execução Fiscal;Instituto Nacional de Energia Renovável;GlobalTech Corp.
P-07272;Execução de título extrajudicial;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-07273;Execução de alimentos;Fernanda Costa;Estado de Santa Aurora
P-07274;Falência e Recuperação Judicial;Estado de Santa Aurora;GlobalTech Corp.
P-07275;Execução de alimentos;Fernanda Costa;Maria Oliveira
P-07276;Inventário e partilha;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-07277;Execução de alimentos;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-07278;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-07279;Inventário e partilha;GlobalTech Corp.;GlobalTech Corp.
P-07280;Execução de título extrajudicial;Maria Oliveira;AgroVale Ltda.
P-07281;Execução Fiscal;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-07282;Trabalhista;Ana Paula Lima;João da Silva
P-07283;Inventário e partilha;João da Silva;Pedro Henrique Santos
P-07284;Trabalhista;Ana Paula Lima;Construtora Nova Era Ltda.
P-07285;Execução de alimentos;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-07286;Execução Fiscal;Estado de Santa Aurora;Fernanda Costa
P-07287;Inventário e partilha;Juliana Rocha;Pedro Henrique Santos
P-07288;Busca e apreensão;GlobalTech Corp.;Maria Oliveira
P-07289;Extinção de condomínio;TechBrasil S.A.;Ana Paula Lima
P-07290;Extinção de condomínio;Carlos Souza;Oficina Mecânica do Zé
P-07291;Execução Cível;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-07292;Execução de título extrajudicial;Pedro Henrique Santos;GlobalTech Corp.
P-07293;Extinção de condomínio;Estado de Santa Aurora;Ana Paula Lima
P-07294;Trabalhista;Estado de Santa Aurora;GlobalTech Corp.
P-07295;Execução de título extrajudicial;Ana Paula Lima;AgroVale Ltda.
P-07296;Trabalhista;TechBrasil S.A.;TechBrasil S.A.
P-07297;Execução de alimentos;Oficina Mecânica do Zé;Estado de Santa Aurora
P-07298;Ações hipotecárias;GlobalTech Corp.;Secretaria de Saúde de Santa Clara
P-07299;Inventário e partilha;Carlos Souza;Juliana Rocha
P-07300;Execução Cível;Juliana Rocha;TechBrasil S.A.
P-07301;Busca e apreensão;TechBrasil S.A.;GlobalTech Corp.
P-07302;Execução de título extrajudicial;Estado de Santa Aurora;Ricardo Almeida
P-07303;Execução de alimentos;Construtora Nova Era Ltda.;TechBrasil S.A.
P-07304;Execução de alimentos;Fernanda Costa;GlobalTech Corp.
P-07305;Busca e apreensão;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-07306;Extinção de condomínio;Ana Paula Lima;Ricardo Almeida
P-07307;Falência e Recuperação Judicial;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-07308;Busca e apreensão;GlobalTech Corp.;Secretaria de Saúde de Santa Clara
P-07309;Extinção de condomínio;Maria Oliveira;Juliana Rocha
P-07310;Busca e apreensão;GlobalTech Corp.;TechBrasil S.A.
P-07311;Execução de alimentos;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07312;Inventário e partilha;Ana Paula Lima;AgroVale Ltda.
P-07313;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-07314;Ações hipotecárias;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07315;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-07316;Execução de título extrajudicial;Maria Oliveira;Fernanda Costa
P-07317;Execução Fiscal;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-07318;Execução de alimentos;Fernanda Costa;AgroVale Ltda.
P-07319;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-07320;Execução de alimentos;Maria Oliveira;João da Silva
P-07321;Trabalhista;Fernanda Costa;Construtora Nova Era Ltda.
P-07322;Extinção de condomínio;Oficina Mecânica do Zé;Ricardo Almeida
P-07323;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07324;Trabalhista;João da Silva;Instituto Nacional de Energia Renovável
P-07325;Inventário e partilha;Carlos Souza;Maria Oliveira
P-07326;Execução de alimentos;Ricardo Almeida;Fernanda Costa
P-07327;Execução de alimentos;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-07328;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07329;Execução de alimentos;Fernanda Costa;João da Silva
P-07330;Ações hipotecárias;Fernanda Costa;Pedro Henrique Santos
P-07331;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Carlos Souza
P-07332;Ações hipotecárias;João da Silva;AgroVale Ltda.
P-07333;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-07334;Busca e apreensão;Maria Oliveira;Fernanda Costa
P-07335;Execução de título extrajudicial;Oficina Mecânica do Zé;João da Silva
P-07336;Execução Cível;Carlos Souza;Carlos Souza
P-07337;Inventário e partilha;Construtora Nova Era Ltda.;Carlos Souza
P-07338;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-07339;Execução de alimentos;João da Silva;Oficina Mecânica do Zé
P-07340;Execução de alimentos;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-07341;Busca e apreensão;Instituto Nacional de Energia Renovável;Carlos Souza
P-07342;Execução de título extrajudicial;GlobalTech Corp.;João da Silva
P-07343;Execução Fiscal;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-07344;Trabalhista;Maria Oliveira;João da Silva
P-07345;Ações hipotecárias;João da Silva;Carlos Souza
P-07346;Execução Fiscal;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-07347;Execução Fiscal;Estado de Santa Aurora;Fernanda Costa
P-07348;Inventário e partilha;Maria Oliveira;TechBrasil S.A.
P-07349;Execução Fiscal;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-07350;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;João da Silva
P-07351;Ações hipotecárias;João da Silva;João da Silva
P-07352;Busca e apreensão;Oficina Mecânica do Zé;AgroVale Ltda.
P-07353;Inventário e partilha;Carlos Souza;João da Silva
P-07354;Extinção de condomínio;Instituto Nacional de Energia Renovável;João da Silva
P-07355;Execução Cível;Carlos Souza;Maria Oliveira
P-07356;Execução de título extrajudicial;Carlos Souza;Secretaria de Saúde de Santa Clara
P-07357;Ações hipotecárias;Ricardo Almeida;Carlos Souza
P-07358;Execução Fiscal;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-07359;Execução Fiscal;Prefeitura Municipal de Nova Esperança;João da Silva
P-07360;Falência e Recuperação Judicial;Estado de Santa Aurora;TechBrasil S.A.
P-07361;Trabalhista;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-07362;Inventário e partilha;Ricardo Almeida;Maria Oliveira
P-07363;Ações hipotecárias;Fernanda Costa;Prefeitura Municipal de Nova Esperança
P-07364;Execução de título extrajudicial;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-07365;Ações hipotecárias;João da Silva;Pedro Henrique Santos
P-07366;Extinção de condomínio;João da Silva;Construtora Nova Era Ltda.
P-07367;Ações hipotecárias;João da Silva;João da Silva
P-07368;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-07369;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-07370;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-07371;Execução de alimentos;Instituto Nacional de Energia Renovável;João da Silva
P-07372;Falência e Recuperação Judicial;Estado de Santa Aurora;Estado de Santa Aurora
P-07373;Busca e apreensão;Ana Paula Lima;Oficina Mecânica do Zé
P-07374;Extinção de condomínio;Ana Paula Lima;Prefeitura Municipal de Nova Esperança
P-07375;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-07376;Execução de alimentos;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-07377;Execução de título extrajudicial;Carlos Souza;Ana Paula Lima
P-07378;Ações hipotecárias;TechBrasil S.A.;Maria Oliveira
P-07379;Extinção de condomínio;Ricardo Almeida;Juliana Rocha
P-07380;Extinção de condomínio;AgroVale Ltda.;Instituto Nacional de Energia Renovável
P-07381;Inventário e partilha;AgroVale Ltda.;Juliana Rocha
P-07382;Trabalhista;Carlos Souza;Ana Paula Lima
P-07383;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07384;Busca e apreensão;GlobalTech Corp.;Ricardo Almeida
P-07385;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-07386;Execução de alimentos;Carlos Souza;Construtora Nova Era Ltda.
P-07387;Execução Cível;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-07388;Execução de título extrajudicial;Maria Oliveira;Oficina Mecânica do Zé
P-07389;Execução de título extrajudicial;GlobalTech Corp.;AgroVale Ltda.
P-07390;Inventário e partilha;AgroVale Ltda.;GlobalTech Corp.
P-07391;Trabalhista;Juliana Rocha;João da Silva
P-07392;Execução Cível;Fernanda Costa;Ricardo Almeida
P-07393;Busca e apreensão;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-07394;Execução de alimentos;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-07395;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-07396;Extinção de condomínio;Carlos Souza;Pedro Henrique Santos
P-07397;Ações hipotecárias;Construtora Nova Era Ltda.;GlobalTech Corp.
P-07398;Inventário e partilha;Pedro Henrique Santos;Secretaria de Saúde de Santa Clara
P-07399;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-07400;Trabalhista;Pedro Henrique Santos;Instituto Nacional de Energia Renovável
P-07401;Inventário e partilha;Oficina Mecânica do Zé;Juliana Rocha
P-07402;Extinção de condomínio;Carlos Souza;Oficina Mecânica do Zé
P-07403;Execução de alimentos;João da Silva;Fernanda Costa
P-07404;Execução de alimentos;Carlos Souza;Construtora Nova Era Ltda.
P-07405;Ações hipotecárias;TechBrasil S.A.;Ana Paula Lima
P-07406;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-07407;Inventário e partilha;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07408;Trabalhista;Pedro Henrique Santos;Fernanda Costa
P-07409;Execução Fiscal;Estado de Santa Aurora;GlobalTech Corp.
P-07410;Execução Cível;João da Silva;TechBrasil S.A.
P-07411;Inventário e partilha;Oficina Mecânica do Zé;TechBrasil S.A.
P-07412;Extinção de condomínio;Estado de Santa Aurora;Fernanda Costa
P-07413;Execução Fiscal;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-07414;Busca e apreensão;GlobalTech Corp.;Oficina Mecânica do Zé
P-07415;Busca e apreensão;Carlos Souza;Juliana Rocha
P-07416;Ações hipotecárias;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-07417;Ações hipotecárias;Maria Oliveira;Secretaria de Saúde de Santa Clara
P-07418;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-07419;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07420;Busca e apreensão;Instituto Nacional de Energia Renovável;Fernanda Costa
P-07421;Execução de título extrajudicial;Ricardo Almeida;Juliana Rocha
P-07422;Execução Cível;Juliana Rocha;Fernanda Costa
P-07423;Busca e apreensão;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-07424;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-07425;Ações hipotecárias;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07426;Execução Cível;Pedro Henrique Santos;Carlos Souza
P-07427;Execução Cível;TechBrasil S.A.;TechBrasil S.A.
P-07428;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-07429;Execução de título extrajudicial;Fernanda Costa;Instituto Nacional de Energia Renovável
P-07430;Inventário e partilha;Pedro Henrique Santos;Oficina Mecânica do Zé
P-07431;Busca e apreensão;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-07432;Execução Fiscal;Estado de Santa Aurora;Carlos Souza
P-07433;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-07434;Inventário e partilha;João da Silva;Estado de Santa Aurora
P-07435;Extinção de condomínio;GlobalTech Corp.;Pedro Henrique Santos
P-07436;Extinção de condomínio;TechBrasil S.A.;AgroVale Ltda.
P-07437;Busca e apreensão;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07438;Execução Cível;Oficina Mecânica do Zé;Ricardo Almeida
P-07439;Execução Cível;Carlos Souza;AgroVale Ltda.
P-07440;Ações hipotecárias;Construtora Nova Era Ltda.;Prefeitura Municipal de Nova Esperança
P-07441;Ações hipotecárias;Oficina Mecânica do Zé;Instituto Nacional de Energia Renovável
P-07442;Execução de alimentos;Maria Oliveira;Maria Oliveira
P-07443;Execução de alimentos;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-07444;Trabalhista;AgroVale Ltda.;Juliana Rocha
P-07445;Busca e apreensão;Juliana Rocha;Ricardo Almeida
P-07446;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-07447;Busca e apreensão;Maria Oliveira;Maria Oliveira
P-07448;Extinção de condomínio;TechBrasil S.A.;GlobalTech Corp.
P-07449;Extinção de condomínio;João da Silva;Pedro Henrique Santos
P-07450;Busca e apreensão;Estado de Santa Aurora;Ana Paula Lima
P-07451;Execução de alimentos;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-07452;Execução de título extrajudicial;João da Silva;Oficina Mecânica do Zé
P-07453;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-07454;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-07455;Execução de título extrajudicial;TechBrasil S.A.;AgroVale Ltda.
P-07456;Execução de alimentos;TechBrasil S.A.;Instituto Nacional de Energia Renovável
P-07457;Execução Fiscal;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-07458;Inventário e partilha;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-07459;Busca e apreensão;AgroVale Ltda.;Secretaria de Saúde de Santa Clara
P-07460;Execução de alimentos;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-07461;Execução de alimentos;Fernanda Costa;João da Silva
P-07462;Execução de alimentos;AgroVale Ltda.;Carlos Souza
P-07463;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-07464;Execução de título extrajudicial;Construtora Nova Era Ltda.;GlobalTech Corp.
P-07465;Execução de título extrajudicial;Carlos Souza;Ricardo Almeida
P-07466;Execução de título extrajudicial;AgroVale Ltda.;Carlos Souza
P-07467;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-07468;Execução de título extrajudicial;Juliana Rocha;Maria Oliveira
P-07469;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;João da Silva
P-07470;Execução Fiscal;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-07471;Inventário e partilha;Fernanda Costa;Juliana Rocha
P-07472;Busca e apreensão;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-07473;Extinção de condomínio;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-07474;Execução de alimentos;Juliana Rocha;AgroVale Ltda.
P-07475;Execução de título extrajudicial;TechBrasil S.A.;Construtora Nova Era Ltda.
P-07476;Execução Fiscal;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-07477;Trabalhista;Maria Oliveira;Construtora Nova Era Ltda.
P-07478;Execução Cível;Juliana Rocha;Juliana Rocha
P-07479;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07480;Execução de título extrajudicial;João da Silva;Ana Paula Lima
P-07481;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-07482;Trabalhista;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-07483;Ações hipotecárias;Carlos Souza;AgroVale Ltda.
P-07484;Busca e apreensão;Ana Paula Lima;Pedro Henrique Santos
P-07485;Execução de alimentos;TechBrasil S.A.;Carlos Souza
P-07486;Inventário e partilha;Fernanda Costa;Secretaria de Saúde de Santa Clara
P-07487;Extinção de condomínio;Ricardo Almeida;Ana Paula Lima
P-07488;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;João da Silva
P-07489;Ações hipotecárias;Carlos Souza;Juliana Rocha
P-07490;Execução Fiscal;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07491;Inventário e partilha;Oficina Mecânica do Zé;Construtora Nova Era Ltda.
P-07492;Execução Fiscal;Instituto Nacional de Energia Renovável;Carlos Souza
P-07493;Execução de título extrajudicial;João da Silva;Construtora Nova Era Ltda.
P-07494;Execução Fiscal;Estado de Santa Aurora;Fernanda Costa
P-07495;Execução de alimentos;AgroVale Ltda.;Juliana Rocha
P-07496;Busca e apreensão;Pedro Henrique Santos;Estado de Santa Aurora
P-07497;Execução de título extrajudicial;AgroVale Ltda.;AgroVale Ltda.
P-07498;Extinção de condomínio;Carlos Souza;GlobalTech Corp.
P-07499;Extinção de condomínio;Pedro Henrique Santos;AgroVale Ltda.
P-07500;Execução Cível;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-07501;Trabalhista;Ricardo Almeida;Estado de Santa Aurora
P-07502;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;João da Silva
P-07503;Inventário e partilha;Fernanda Costa;João da Silva
P-07504;Ações hipotecárias;Pedro Henrique Santos;Maria Oliveira
P-07505;Trabalhista;Ana Paula Lima;GlobalTech Corp.
P-07506;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-07507;Busca e apreensão;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-07508;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07509;Execução de alimentos;Construtora Nova Era Ltda.;Instituto Nacional de Energia Renovável
P-07510;Ações hipotecárias;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-07511;Execução de título extrajudicial;Oficina Mecânica do Zé;Fernanda Costa
P-07512;Trabalhista;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-07513;Execução Fiscal;Secretaria de Saúde de Santa Clara;Prefeitura Municipal de Nova Esperança
P-07514;Trabalhista;Ana Paula Lima;TechBrasil S.A.
P-07515;Extinção de condomínio;Estado de Santa Aurora;Fernanda Costa
P-07516;Execução de título extrajudicial;Carlos Souza;Construtora Nova Era Ltda.
P-07517;Execução Cível;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-07518;Ações hipotecárias;TechBrasil S.A.;Pedro Henrique Santos
P-07519;Execução Fiscal;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-07520;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-07521;Execução Cível;AgroVale Ltda.;Instituto Nacional de Energia Renovável
P-07522;Busca e apreensão;Fernanda Costa;João da Silva
P-07523;Execução Fiscal;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07524;Execução Cível;Juliana Rocha;Fernanda Costa
P-07525;Trabalhista;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-07526;Inventário e partilha;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07527;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-07528;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-07529;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-07530;Execução Cível;Maria Oliveira;Carlos Souza
P-07531;Busca e apreensão;Maria Oliveira;Instituto Nacional de Energia Renovável
P-07532;Ações hipotecárias;Ricardo Almeida;Ana Paula Lima
P-07533;Execução de título extrajudicial;Fernanda Costa;Pedro Henrique Santos
P-07534;Ações hipotecárias;Pedro Henrique Santos;GlobalTech Corp.
P-07535;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-07536;Inventário e partilha;Juliana Rocha;AgroVale Ltda.
P-07537;Inventário e partilha;Construtora Nova Era Ltda.;Ricardo Almeida
P-07538;Execução de título extrajudicial;Juliana Rocha;Instituto Nacional de Energia Renovável
P-07539;Inventário e partilha;GlobalTech Corp.;GlobalTech Corp.
P-07540;Execução Fiscal;Instituto Nacional de Energia Renovável;Juliana Rocha
P-07541;Execução Cível;Estado de Santa Aurora;Juliana Rocha
P-07542;Busca e apreensão;João da Silva;GlobalTech Corp.
P-07543;Execução Cível;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-07544;Execução de título extrajudicial;Fernanda Costa;Maria Oliveira
P-07545;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Carlos Souza
P-07546;Ações hipotecárias;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07547;Busca e apreensão;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07548;Busca e apreensão;João da Silva;Ricardo Almeida
P-07549;Execução de alimentos;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-07550;Ações hipotecárias;Fernanda Costa;Maria Oliveira
P-07551;Inventário e partilha;João da Silva;Secretaria de Saúde de Santa Clara
P-07552;Inventário e partilha;TechBrasil S.A.;AgroVale Ltda.
P-07553;Execução Fiscal;Estado de Santa Aurora;Oficina Mecânica do Zé
P-07554;Execução Fiscal;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-07555;Inventário e partilha;Estado de Santa Aurora;AgroVale Ltda.
P-07556;Inventário e partilha;Ricardo Almeida;Oficina Mecânica do Zé
P-07557;Execução Cível;Fernanda Costa;Construtora Nova Era Ltda.
P-07558;Inventário e partilha;AgroVale Ltda.;Estado de Santa Aurora
P-07559;Execução de título extrajudicial;TechBrasil S.A.;TechBrasil S.A.
P-07560;Busca e apreensão;TechBrasil S.A.;Carlos Souza
P-07561;Execução Fiscal;Estado de Santa Aurora;Maria Oliveira
P-07562;Execução Cível;Ana Paula Lima;Ricardo Almeida
P-07563;Extinção de condomínio;Estado de Santa Aurora;João da Silva
P-07564;Execução de alimentos;Secretaria de Saúde de Santa Clara;TechBrasil S.A.
P-07565;Execução de título extrajudicial;TechBrasil S.A.;Instituto Nacional de Energia Renovável
P-07566;Execução de alimentos;Juliana Rocha;Construtora Nova Era Ltda.
P-07567;Busca e apreensão;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-07568;Execução Cível;GlobalTech Corp.;Ana Paula Lima
P-07569;Execução de alimentos;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-07570;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-07571;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-07572;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-07573;Falência e Recuperação Judicial;Estado de Santa Aurora;AgroVale Ltda.
P-07574;Extinção de condomínio;Instituto Nacional de Energia Renovável;Carlos Souza
P-07575;Extinção de condomínio;AgroVale Ltda.;Construtora Nova Era Ltda.
P-07576;Ações hipotecárias;Pedro Henrique Santos;Construtora Nova Era Ltda.
P-07577;Execução Cível;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-07578;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Oficina Mecânica do Zé
P-07579;Execução de alimentos;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-07580;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-07581;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-07582;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-07583;Execução Cível;AgroVale Ltda.;Carlos Souza
P-07584;Ações hipotecárias;Fernanda Costa;Maria Oliveira
P-07585;Extinção de condomínio;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-07586;Busca e apreensão;Ricardo Almeida;AgroVale Ltda.
P-07587;Execução Cível;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-07588;Inventário e partilha;Ricardo Almeida;João da Silva
P-07589;Execução de título extrajudicial;AgroVale Ltda.;Construtora Nova Era Ltda.
P-07590;Execução de título extrajudicial;Carlos Souza;João da Silva
P-07591;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-07592;Extinção de condomínio;Pedro Henrique Santos;Oficina Mecânica do Zé
P-07593;Trabalhista;Maria Oliveira;Maria Oliveira
P-07594;Trabalhista;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-07595;Trabalhista;Pedro Henrique Santos;Estado de Santa Aurora
P-07596;Ações hipotecárias;Ricardo Almeida;João da Silva
P-07597;Execução de título extrajudicial;Construtora Nova Era Ltda.;João da Silva
P-07598;Falência e Recuperação Judicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-07599;Execução Fiscal;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-07600;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-07601;Busca e apreensão;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-07602;Execução de título extrajudicial;TechBrasil S.A.;TechBrasil S.A.
P-07603;Execução de alimentos;GlobalTech Corp.;Oficina Mecânica do Zé
P-07604;Execução Cível;Oficina Mecânica do Zé;Ana Paula Lima
P-07605;Ações hipotecárias;Ricardo Almeida;Prefeitura Municipal de Nova Esperança
